,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_brand,CPU_base_clock_speed,PrimaryStorage,PrimaryStorageType,SecondaryStorage,SecondaryStorageType,GPU_company
339,Dell,Notebook,15.6,8.0,Windows 10,2.0,1142.75,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Nvidia
340,Dell,Notebook,15.6,4.0,Linux,2.2,274.9,Standard,1366.0,768.0,No,No,No,Intel,1.6,500,GB HDD,0,No,Intel
341,Lenovo,Notebook,15.6,12.0,Windows 10,2.2,899.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.6,2,TB HDD,0,No,AMD
342,HP,Notebook,15.6,8.0,Windows 10,2.1,716.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.4,1,TB HDD,0,No,Nvidia
343,Lenovo,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,2099.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.8,512,GB SSD,0,No,Intel
344,Dell,Ultrabook,13.3,8.0,Windows 10,1.2,1579.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,Intel
345,Lenovo,Gaming,15.6,16.0,Windows 10,2.4,1129.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,2048,HDD,Nvidia
346,HP,Notebook,14.0,2.0,Windows 10,1.44,279.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
347,Dell,Ultrabook,15.6,16.0,Windows 10,1.88,1607.96,Full HD,1920.0,1080.0,No,No,No,Intel,1.9,512,GB SSD,256,SSD,Intel
348,Asus,2 in 1 Convertible,11.6,4.0,Windows 10,1.5,375.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
349,Dell,Ultrabook,15.6,8.0,Windows 10,1.9,663.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,1,TB HDD,0,No,AMD
350,Dell,Notebook,15.6,16.0,Windows 10,2.06,2027.42,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
351,HP,Notebook,15.6,8.0,Windows 10,1.84,1304.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
352,MSI,Gaming,17.3,8.0,Windows 10,2.7,1409.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
353,HP,Workstation,15.6,8.0,Windows 10,2.6,1738.27,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
354,Toshiba,Notebook,15.6,16.0,Windows 10,2.4,1403.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,512,GB SSD,0,No,Nvidia
355,Dell,Notebook,15.6,8.0,Windows 10,2.02,970.9,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,2048,HDD,AMD
356,Lenovo,Notebook,15.6,4.0,No OS,2.2,321.99,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Intel
357,Dell,Gaming,15.6,8.0,Windows 10,2.65,999.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
358,Dell,Notebook,15.6,8.0,Windows 10,2.36,557.37,Standard,1366.0,768.0,Yes,No,No,Intel,2.5,2,TB HDD,0,No,Intel
359,Dell,Notebook,14.0,8.0,Windows 10,1.36,1427.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Intel
360,HP,Notebook,15.6,4.0,Windows 10,1.86,439.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
361,Asus,Notebook,14.0,8.0,Windows 10,2.0,945.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
362,Lenovo,Notebook,17.3,6.0,Windows 10,2.8,719.0,Standard,1600.0,900.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
363,HP,Notebook,15.6,8.0,Windows 10,1.86,639.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
364,Lenovo,Notebook,15.6,8.0,No OS,2.2,499.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,256,GB SSD,0,No,Nvidia
365,HP,Notebook,15.6,8.0,Windows 10,2.04,389.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,2,TB HDD,0,No,Intel
366,Dell,Notebook,17.3,8.0,Windows 10,2.8,1085.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,128,GB SSD,1024,HDD,AMD
367,Lenovo,Gaming,15.6,8.0,No OS,2.4,809.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
368,Dell,Notebook,15.6,8.0,Windows 10,2.33,899.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,AMD
369,HP,Ultrabook,14.0,8.0,Windows 10,1.36,1750.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
370,Asus,2 in 1 Convertible,15.6,12.0,Windows 10,2.26,1099.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,512,GB SSD,2048,HDD,Nvidia
371,Acer,Notebook,15.6,4.0,Windows 10,2.1,426.0,Standard,1366.0,768.0,No,No,No,AMD,3.0,128,GB SSD,0,No,AMD
372,Asus,Gaming,17.3,16.0,Windows 10,3.25,2199.0,Full HD,1920.0,1080.0,No,Yes,No,AMD,3.0,256,GB SSD,1024,HDD,AMD
373,Lenovo,Notebook,17.3,4.0,Windows 10,2.6,489.0,Standard,1600.0,900.0,No,No,No,AMD,2.2,128,GB SSD,0,No,AMD
374,Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,869.01,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.8,256,GB SSD,0,No,Intel
375,HP,Notebook,15.6,4.0,Windows 10,1.91,488.99,Full HD,1920.0,1080.0,No,No,No,AMD,3.0,256,GB SSD,0,No,AMD
376,Lenovo,Netbook,11.6,4.0,Windows 10,1.59,553.0,Standard,1366.0,768.0,No,Yes,No,Intel,1.1,128,GB SSD,0,No,Intel
377,Dell,Notebook,15.6,4.0,Windows 10,1.8,309.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,500,GB HDD,0,No,Intel
378,Asus,Notebook,14.0,4.0,Windows 10,1.5,286.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
379,Acer,Notebook,15.6,8.0,Linux,2.4,846.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB HDD,0,No,Nvidia
380,HP,Gaming,17.3,8.0,Windows 10,3.35,1191.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
381,Lenovo,Notebook,15.6,4.0,No OS,1.85,403.5,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
382,Asus,Gaming,15.6,8.0,Windows 10,2.3,1655.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
383,Lenovo,Notebook,14.0,8.0,Windows 10,1.5,1099.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
384,Asus,Ultrabook,13.3,16.0,Windows 10,1.1,1748.9,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,512,GB SSD,0,No,Intel
385,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,2282.0,Standard,2560.0,1440.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
386,Lenovo,Notebook,13.3,4.0,Windows 10,1.5,549.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.4,128,GB SSD,0,No,Intel
387,Dell,Workstation,15.6,8.0,Windows 10,2.23,1369.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,500,GB HDD,0,No,AMD
388,Dell,Workstation,15.6,8.0,Windows 10,2.0,2135.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Nvidia
389,Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,2509.0,Standard,2560.0,1440.0,Yes,No,No,Intel,2.7,512,GB SSD,0,No,Intel
390,Asus,Gaming,17.3,8.0,Windows 10,3.0,1039.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB HDD,0,No,Nvidia
391,Asus,Gaming,17.3,16.0,Windows 10,3.0,1591.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
392,Acer,Notebook,15.6,12.0,Windows 10,2.2,693.99,Standard,1366.0,768.0,No,Yes,No,Intel,1.6,1,TB HDD,0,No,Nvidia
393,MSI,Gaming,17.3,8.0,Windows 10,2.7,1349.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
394,Dell,Notebook,15.6,8.0,Linux,2.33,778.87,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,AMD
395,HP,Ultrabook,15.6,4.0,Windows 10,1.91,499.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.0,256,GB SSD,0,No,AMD
396,Lenovo,Notebook,15.6,8.0,Windows 10,2.1,1229.56,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,256,GB SSD,0,No,AMD
397,Lenovo,Notebook,14.0,8.0,Windows 10,1.9,938.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
398,Dell,Workstation,15.6,8.0,Windows 10,1.78,2711.2200000000007,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
399,Lenovo,Ultrabook,14.0,16.0,Windows 10,1.13,2625.0,Standard,2560.0,1440.0,No,Yes,No,Intel,2.7,1,TB SSD,0,No,Intel
400,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,306.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Intel
401,Asus,Gaming,17.3,16.0,Windows 10,2.9,1529.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
402,Lenovo,Notebook,15.6,8.0,Windows 10,2.1,1144.5,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,256,GB SSD,1024,HDD,AMD
403,Acer,Notebook,15.6,8.0,Linux,2.5,879.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
404,MSI,Gaming,17.3,16.0,Windows 10,2.8,2249.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
405,Asus,Ultrabook,14.0,8.0,Windows 10,1.1,1873.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Intel
406,Toshiba,Ultrabook,13.3,16.0,Windows 10,1.2,1747.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,512,GB SSD,0,No,Intel
407,Dell,Ultrabook,14.0,8.0,Windows 10,1.36,1680.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Intel
408,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,409.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
409,Lenovo,Notebook,11.6,2.0,Windows 10,1.15,304.45,Standard,1366.0,768.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
410,Lenovo,Workstation,15.6,8.0,Windows 10,2.67,1925.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
411,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.7,1943.0,Full HD,2560.0,1440.0,No,Yes,No,Intel,2.8,512,GB SSD,0,No,Nvidia
412,HP,Notebook,15.6,4.0,Windows 10,2.1,469.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,AMD
413,Acer,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,789.01,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
414,Asus,2 in 1 Convertible,13.3,8.0,Windows 10,1.27,928.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
415,Dell,Notebook,15.6,4.0,Linux,2.3,598.9,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,AMD
416,Dell,Notebook,13.3,4.0,Windows 10,1.65,689.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
417,HP,Ultrabook,14.0,8.0,Windows 10,1.43,1500.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
418,Dell,Notebook,15.6,8.0,Windows 10,2.14,539.95,Standard,1366.0,768.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
419,Lenovo,Ultrabook,14.0,8.0,Windows 10,1.75,1215.38,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,256,GB SSD,0,No,AMD
420,Lenovo,2 in 1 Convertible,15.6,16.0,Windows 10,2.0,1899.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,2.8,512,GB SSD,0,No,Nvidia
421,Chuwi,Notebook,12.3,6.0,Windows 10,1.4,449.0,Standard,2736.0,1824.0,No,Yes,Yes,Intel,1.1,64,GB Flash Storage,0,No,Intel
422,HP,Notebook,15.6,8.0,Windows 10,2.31,1427.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,256,GB SSD,0,No,Intel
423,Asus,Notebook,15.6,8.0,Linux,2.3,597.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.4,1,TB HDD,0,No,Nvidia
424,Dell,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Standard,2560.0,1440.0,No,Yes,No,Intel,2.9,256,GB SSD,1024,HDD,Nvidia
425,Dell,Gaming,15.6,8.0,Windows 10,2.62,1159.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
426,Dell,Notebook,15.6,8.0,Windows 10,2.02,1142.4,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,2048,HDD,AMD
427,Dell,Ultrabook,14.0,8.0,Linux,1.6,1099.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Intel
428,HP,Gaming,17.3,12.0,Windows 10,3.35,1999.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
429,Mediacom,2 in 1 Convertible,11.6,4.0,Windows 10,1.16,299.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.1,32,GB SSD,0,No,Intel
430,Samsung,Netbook,11.6,4.0,Chrome OS,1.15,269.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,16,GB Flash Storage,0,No,Intel
431,Lenovo,Notebook,13.3,8.0,Windows 10,1.4,1010.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
432,Lenovo,Notebook,14.0,4.0,Windows 10,1.7,599.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,128,GB SSD,0,No,Intel
433,Lenovo,Workstation,15.6,16.0,Windows 10,2.3,2445.0,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.8,512,GB SSD,0,No,Nvidia
434,Lenovo,Notebook,15.6,16.0,Windows 10,2.5,2449.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,512,GB SSD,0,No,Nvidia
435,Asus,Gaming,17.3,8.0,Windows 10,3.2,1695.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.2,256,GB SSD,1024,HDD,AMD
436,HP,Notebook,15.6,4.0,Windows 10,2.1,347.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,500,GB HDD,0,No,Intel
437,Google,Ultrabook,12.3,16.0,Chrome OS,1.1,2199.0,Standard,2400.0,1600.0,Yes,No,No,Intel,1.3,512,GB SSD,0,No,Intel
438,Lenovo,Ultrabook,14.0,16.0,Windows 10,1.32,2382.0,Standard,2560.0,1440.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Intel
439,Asus,Notebook,15.6,4.0,Linux,2.0,559.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
440,Lenovo,Notebook,17.3,8.0,Windows 10,2.8,519.0,Standard,1600.0,900.0,No,No,No,AMD,2.5,1,TB HDD,0,No,AMD
441,Dell,Notebook,15.6,4.0,Windows 10,2.2,749.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,AMD
442,Lenovo,Ultrabook,12.5,8.0,Windows 10,1.36,1429.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
443,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,349.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.1,128,GB SSD,0,No,Intel
444,HP,Gaming,15.6,8.0,Windows 10,2.2,1099.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
445,Dell,Notebook,14.0,8.0,Windows 10,1.64,1179.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
446,Acer,Notebook,15.6,4.0,Linux,2.4,441.8,Standard,1366.0,768.0,No,No,No,Intel,2.5,500,GB HDD,0,No,Intel
447,Dell,Workstation,15.6,8.0,Windows 10,2.23,1993.0,Full HD,1920.0,1080.0,No,No,No,Intel,3.0,64,GB Flash Storage,1024,HDD,Nvidia
448,MSI,Gaming,15.6,8.0,Windows 10,2.2,1027.74,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
449,Microsoft,Ultrabook,13.5,16.0,Windows 10 S,1.25,2589.0,Standard,2256.0,1504.0,Yes,No,No,Intel,2.5,512,GB SSD,0,No,Intel
450,HP,Notebook,15.6,8.0,Windows 10,1.91,589.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,128,GB SSD,0,No,Intel
451,Dell,Workstation,15.6,16.0,Windows 10,2.17,1975.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Nvidia
452,HP,Workstation,15.6,8.0,Windows 10,2.31,1534.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.9,512,GB SSD,0,No,Intel
453,Lenovo,Notebook,14.0,8.0,Windows 10,1.65,1345.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
454,Dell,Notebook,15.6,8.0,Windows 10,2.36,979.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,128,GB SSD,1024,HDD,AMD
455,Dell,2 in 1 Convertible,11.6,4.0,Windows 10,1.47,479.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.6,500,GB HDD,0,No,Intel
456,Dell,Notebook,17.3,8.0,Windows 10,3.78,2046.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,1,TB HDD,0,No,Nvidia
457,Microsoft,Ultrabook,13.5,4.0,Windows 10 S,1.252,989.0,Standard,2256.0,1504.0,Yes,No,No,Intel,2.2,128,GB SSD,0,No,Intel
458,Microsoft,Ultrabook,13.5,8.0,Windows 10 S,1.25,1799.0,Standard,2256.0,1504.0,Yes,No,No,Intel,2.5,256,GB SSD,0,No,Intel
459,HP,Notebook,17.3,8.0,Windows 10,2.5,639.9,Standard,1600.0,900.0,No,No,No,Intel,2.0,256,GB SSD,0,No,Intel
460,Acer,Notebook,15.6,4.0,Windows 10,2.23,544.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Nvidia
461,Acer,Netbook,11.6,4.0,Windows 10,1.4,435.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,128,GB SSD,0,No,Intel
462,Asus,Notebook,15.6,8.0,Windows 10,2.37,749.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
463,Lenovo,Notebook,14.0,8.0,No OS,1.5,799.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,AMD
464,Lenovo,Notebook,15.6,8.0,Windows 10,2.67,2090.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,256,GB SSD,0,No,Nvidia
465,Asus,Notebook,15.6,4.0,Windows 10,2.0,304.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,500,GB HDD,0,No,Intel
466,Acer,Notebook,15.6,4.0,Windows 10,2.2,469.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Nvidia
467,Dell,Notebook,15.6,8.0,Windows 10,2.02,759.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,2,TB HDD,0,No,AMD
468,HP,Gaming,17.3,12.0,Windows 10,3.78,1699.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,1,TB HDD,0,No,Nvidia
469,Lenovo,Ultrabook,14.0,12.0,Windows 10,1.4,1858.0,Quad HD+,2560.0,1440.0,No,Yes,No,Intel,2.6,256,GB SSD,0,No,Intel
470,HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.29,1999.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.8,512,GB SSD,0,No,Intel
471,HP,Notebook,15.6,8.0,Windows 10,1.9,1154.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,500,GB HDD,0,No,AMD
472,Google,Ultrabook,12.3,8.0,Chrome OS,1.1,1275.0,Standard,2400.0,1600.0,Yes,No,No,Intel,1.2,128,GB SSD,0,No,Intel
473,Dell,Ultrabook,13.3,8.0,Windows 10,1.42,1841.85,Full HD,1920.0,1080.0,Yes,No,No,Intel,1.6,256,GB SSD,0,No,Intel
474,Asus,Notebook,15.6,12.0,Windows 10,2.06,1299.0,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.6,128,GB SSD,1024,HDD,Intel
475,Dell,Notebook,14.0,8.0,Windows 10,1.79,740.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,128,GB SSD,0,No,Intel
476,Dell,Workstation,15.6,8.0,Windows 10,1.78,2408.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
477,Lenovo,Notebook,14.0,8.0,Windows 10,1.7,1364.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,180,GB SSD,0,No,Intel
478,Dell,Notebook,15.6,8.0,Windows 10,2.2,675.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,1,TB HDD,0,No,AMD
479,Toshiba,Notebook,13.3,8.0,Windows 10,1.05,1672.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
480,Dell,Notebook,15.6,8.0,Windows 10,2.16,1262.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,512,GB SSD,0,No,Nvidia
481,Dell,Notebook,15.6,4.0,Windows 10,2.18,586.6,Standard,1366.0,768.0,No,No,No,Intel,2.4,1,TB HDD,0,No,Intel
482,HP,Notebook,13.3,4.0,Windows 10,1.49,726.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,128,GB SSD,0,No,Intel
483,Chuwi,Notebook,15.6,4.0,Windows 10,1.89,248.9,Full HD,1920.0,1080.0,No,No,No,Intel,1.44,64,GB Flash Storage,0,No,Intel
484,Lenovo,Notebook,15.6,4.0,Windows 10,2.3,565.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
485,Lenovo,Notebook,14.0,8.0,Windows 10,1.75,1049.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,256,GB SSD,0,No,Intel
486,Dell,Workstation,15.6,16.0,Windows 10,2.17,2338.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Nvidia
487,Dell,Notebook,15.6,16.0,Windows 10,2.06,1899.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
488,Lenovo,Ultrabook,12.5,16.0,Windows 10,1.36,1798.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
489,Asus,Ultrabook,12.5,16.0,Windows 10,0.97,1950.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Intel
490,Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1011.99,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Nvidia
491,Toshiba,Ultrabook,13.3,16.0,Windows 10,1.05,2711.2200000000007,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,512,GB SSD,0,No,Intel
492,Asus,Gaming,15.6,8.0,Windows 10,1.99,1350.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
493,Acer,Notebook,15.6,8.0,Windows 10,2.2,579.0,Standard,1366.0,768.0,No,No,No,AMD,2.5,1,TB HDD,0,No,AMD
494,Asus,Gaming,17.3,16.0,Windows 10,3.78,1269.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.6,256,GB SSD,1024,HDD,Nvidia
495,Lenovo,Ultrabook,12.5,8.0,Windows 10,1.3,1099.0,Standard,1366.0,768.0,No,Yes,No,Intel,2.3,180,GB SSD,0,No,Intel
496,Lenovo,Notebook,15.6,8.0,Windows 10,2.17,898.9,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,Intel
497,HP,Notebook,14.0,8.0,Windows 10,1.48,1749.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB SSD,0,No,Intel
498,Lenovo,Notebook,13.3,8.0,Windows 10,1.4,949.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.4,256,GB SSD,0,No,Intel
499,Lenovo,Notebook,15.6,8.0,Windows 10,2.3,911.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
500,Asus,Netbook,11.6,4.0,Windows 10 S,1.2,340.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,64,GB Flash Storage,0,No,Intel
501,HP,Notebook,15.6,8.0,Windows 10,1.91,618.99,Standard,1366.0,768.0,No,No,No,Intel,2.5,256,GB SSD,0,No,AMD
502,Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.4,1599.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,1.6,256,GB SSD,0,No,Intel
503,Lenovo,Notebook,14.0,4.0,Windows 10,2.1,299.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,500,GB HDD,0,No,Intel
504,Lenovo,Netbook,11.6,4.0,Chrome OS,1.25,265.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,16,GB SSD,0,No,Intel
505,Lenovo,Notebook,13.3,8.0,Windows 10,1.44,949.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
506,Asus,Notebook,15.6,8.0,Windows 10,2.0,1224.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,1024,HDD,Intel
507,Acer,Notebook,15.6,4.0,Windows 10,2.2,613.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,1,TB HDD,0,No,Nvidia
